latitude,longitude
50.9533844133333,5.35429112166667
50.9533875416667,5.354292065
50.9534043033333,5.35428103666667
50.9534263033333,5.354267495
50.9534481783333,5.35425520833333
50.9534712133333,5.35424610666667
50.9534944866667,5.354235145
50.9535153933333,5.35422354833333
50.9535382,5.35421306666667
50.9535608316667,5.35420211666667
50.9535830366667,5.35419188333333
50.95360575,5.35418046833333
50.9536289733333,5.354169745
50.9536521633333,5.354160255
50.9536756233333,5.35414794166667
50.9537003733333,5.35413997
50.953723235,5.35412800666667
50.9537474183333,5.35411816666667
50.95376988,5.354104115
50.9537922983333,5.35408921166667
50.9538163633333,5.35407972333333
50.9538387016667,5.35406849833333
50.95386145,5.35405657
50.9538853266667,5.35404436833333
50.9539084433333,5.35403438833333
50.9539308133333,5.35402205833333
50.953953715,5.35400946
50.95397772,5.35399915166667
50.9539996233333,5.35398645333333
50.9540223716667,5.35397668333333
50.9540445133333,5.35396417
50.9540673916667,5.35395129833333
50.9540901483333,5.35393973166667
50.9541120766667,5.353928125
50.9541355533333,5.35391614
50.9541592966667,5.35390592166667
50.95418247,5.35389545333333
50.954205145,5.35388373166667
50.9542284666667,5.35387192833333
50.954251865,5.35386002333333
50.9542742983333,5.353847105
50.9542972633333,5.353835255
50.95432078,5.35382248166667
50.9543440866667,5.35381058
50.9543676,5.35379931333333
50.9543913016667,5.353786695
50.9544147266667,5.353775635
50.9544391433333,5.353764815
50.9544613116667,5.35375197
50.9544849216667,5.35374281
50.9545067833333,5.35372855833333
50.9545289766667,5.35372542166667
50.9545509516667,5.35374323666667
50.9545720566667,5.353762865
50.9545927216667,5.35378329833333
50.95461275,5.35380243333333
50.9546336033333,5.35381869166667
50.9546537216667,5.35383716833333
50.954675455,5.35382651333333
50.9546871616667,5.35379609166667
50.9546821483333,5.35376225
50.9546647066667,5.353740545
50.9546433433333,5.35372745166667
50.9546212183333,5.35371584
50.9545998583333,5.35370273166667
50.9545790966667,5.35368440166667
50.9545601966667,5.35365798333333
50.954546855,5.35362541833333
50.9545340133333,5.35359162666667
50.954524355,5.35355587166667
50.95451457,5.35351897333333
50.9545070833333,5.35348160833333
50.9544989683333,5.35344438833333
50.9544918233333,5.35340764333333
50.95448475,5.35336924833333
50.9544781883333,5.353331335
50.9544707166667,5.35329600666667
50.95446343,5.35326015833333
50.9544557016667,5.35322315666667
50.9544479133333,5.35318758166667
50.9544410783333,5.35315055666667
50.9544330933333,5.353115165
50.9544264633333,5.35307926333333
50.9544191383333,5.35304351333333
50.9544119016667,5.35300744666667
50.9544034633333,5.35297222166667
50.9543963483333,5.35293708333333
50.9543892683333,5.35290240166667
50.954382465,5.352865605
50.9543750516667,5.35282901166667
50.9543681483333,5.35279296166667
50.9543609,5.352757905
50.9543533966667,5.35272085666667
50.9543465633333,5.352685745
50.9543398933333,5.35265074833333
50.95433213,5.35261431833333
50.9543246683333,5.35257798166667
50.9543175,5.35254226833333
50.95431021,5.35250837833333
50.95430297,5.35247166166667
50.9542948783333,5.35243903833333
50.95428792,5.35240091166667
50.9542806516667,5.35236565166667
50.954273825,5.35232809333333
50.954264845,5.35229210833333
50.954256615,5.3522566
50.9542500683333,5.35222068
50.95424235,5.35218478166667
50.9542337433333,5.352149865
50.954226185,5.352115295
50.9542195166667,5.35207854166667
50.9542115183333,5.35204271666667
50.954203535,5.352007875
50.9541970116667,5.35197169166667
50.95418987,5.35193621166667
50.95418242,5.35189910666667
50.9541744266667,5.35186462333333
50.9541668466667,5.35182920666667
50.954158635,5.35179394166667
50.9541510916667,5.3517576
50.95414423,5.35172184833333
50.9541374216667,5.35168580833333
50.9541308583333,5.35164902166667
50.9541230116667,5.35161315666667
50.9541159,5.35157901833333
50.9541089866667,5.351542525
50.954101865,5.35150569833333
50.9540936316667,5.35146994666667
50.9540862433333,5.351435055
50.954080145,5.35139883166667
50.95407261,5.35136240166667
50.9540652033333,5.35132653
50.9540592333333,5.35128929333333
50.9540522216667,5.351253105
50.95404402,5.351216695
50.95403688,5.35118221333333
50.9540295616667,5.35114873833333
50.9540232833333,5.351112245
50.9540158083333,5.35107664333333
50.9540084966667,5.35104163833333
50.9540008866667,5.35100780333333
50.9539941966667,5.35096915833333
50.9539855466667,5.35093256833333
50.9539782,5.35089712333333
50.9539714433333,5.35086223333333
50.95396404,5.35082504166667
50.9539576783333,5.35078920333333
50.95394927,5.35075163833333
50.9539414133333,5.35071589833333
50.9539338316667,5.35067921
50.95392725,5.35064387166667
50.9539192633333,5.35060850166667
50.95391292,5.350573225
50.95390503,5.35053966166667
50.9538976933333,5.350508305
50.9538926933333,5.35047255666667
50.95388946,5.35043481333333
50.9538855016667,5.35039767333333
50.953881705,5.35036126166667
50.95387598,5.35032515333333
50.9538652783333,5.35029193666667
50.9538482516667,5.35026638333333
50.9538277133333,5.350244375
50.9538072383333,5.35022423
50.9537861833333,5.35020439
50.953764855,5.35018427166667
50.95374349,5.35016603833333
50.9537222733333,5.35014636333333
50.9536998866667,5.35012686666667
50.9536786066667,5.35010886333333
50.95365817,5.35009098833333
50.9536368816667,5.35007250333333
50.9536152233333,5.35005346666667
